yearstart,yearend,locationabbr,datasource,question,datavalueunit,datavaluetype,datavalue,stratificationcategory1,stratification1,:@computed_region_skr5_azej,:@computed_region_hjsp_umg2
2019,2019,AR,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,123.91,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",998.0,15.0
2019,2019,AK,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,41.0,Race/Ethnicity,"White, non-Hispanic",1673.0,51.0
2019,2019,AZ,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,5.04,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",986.0,7.0
2019,2019,CA,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,73.63,Sex,Female,1340.0,8.0
2019,2019,AR,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,16.8,Age,Age >=65,998.0,15.0
2019,2019,CA,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,80.6,Overall,Overall,1340.0,8.0
2019,2019,AR,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,360.4,Age,Age >=65,998.0,15.0
2019,2019,CA,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,32.7,Age,Age 45-64,1340.0,8.0
2019,2019,AL,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,36.8,Sex,Female,94.0,29.0
2019,2019,AL,BRFSS,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,15.9,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",94.0,29.0
2019,2019,CA,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,164.0,Overall,Overall,1340.0,8.0
2019,2019,AR,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,181.2,Overall,Overall,998.0,15.0
2019,2019,AK,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,42.77,Overall,Overall,1673.0,51.0
2019,2019,AR,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,9.2,Sex,Male,998.0,15.0
2019,2019,AR,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,263.5,Sex,Female,998.0,15.0
2019,2019,AZ,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,73.3,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",986.0,7.0
2019,2019,CA,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,51.92,Race/Ethnicity,Hispanic,1340.0,8.0
2019,2019,CA,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,67.8,Race/Ethnicity,"Multiracial, non-Hispanic",1340.0,8.0
2019,2019,AK,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,5.4,Age,Age 45-64,1673.0,51.0
2019,2019,AR,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,337.7,Race/Ethnicity,"White, non-Hispanic",998.0,15.0
2019,2019,AZ,BRFSS,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,4.6,Race/Ethnicity,Hispanic,986.0,7.0
2019,2019,CA,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,82.7,Race/Ethnicity,Hispanic,1340.0,8.0
2019,2019,AR,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,40.1,Race/Ethnicity,"Black, non-Hispanic",998.0,15.0
2019,2019,AL,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,255.5,Overall,Overall,94.0,29.0
2019,2019,AK,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,6.42,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",1673.0,51.0
2019,2019,AK,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,47.1,Age,Age 45-64,1673.0,51.0
2019,2019,AL,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,16.97,Race/Ethnicity,"Black, non-Hispanic",94.0,29.0
2019,2019,AL,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,154.5,Overall,Overall,94.0,29.0
2019,2019,AK,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,4.5,Sex,Female,1673.0,51.0
2019,2019,AR,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,11.2,Race/Ethnicity,"White, non-Hispanic",998.0,15.0
2019,2019,CA,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,101.2,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",1340.0,8.0
2019,2019,AZ,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,2.51,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",986.0,7.0
2019,2019,AZ,BRFSS,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,5.9,Race/Ethnicity,"White, non-Hispanic",986.0,7.0
2019,2019,CA,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,46.85,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",1340.0,8.0
2019,2019,AL,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,43.5,Overall,Overall,94.0,29.0
2019,2019,AK,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,164.9,Age,Age >=65,1673.0,51.0
2019,2019,CA,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,19.0,Sex,Female,1340.0,8.0
2019,2019,AZ,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,168.1,Race/Ethnicity,"Multiracial, non-Hispanic",986.0,7.0
2019,2019,AL,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,127.15,Overall,Overall,94.0,29.0
2019,2019,AK,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,178.5,Sex,Male,1673.0,51.0
2019,2019,AZ,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,2.5,Age,Age 18-44,986.0,7.0
2019,2019,AK,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,40.9,Overall,Overall,1673.0,51.0
2019,2019,AR,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,386.8,Race/Ethnicity,"White, non-Hispanic",998.0,15.0
2019,2019,AL,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,139.0,Race/Ethnicity,"Black, non-Hispanic",94.0,29.0
2019,2019,AR,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,53.1,Age,Age 45-64,998.0,15.0
2019,2019,AL,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,118.95,Sex,Female,94.0,29.0
2019,2019,CA,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,7.12,Overall,Overall,1340.0,8.0
2019,2019,AK,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,68.22,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",1673.0,51.0
2019,2019,AL,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,27.94,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",94.0,29.0
2019,2019,CA,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,77.28,Sex,Female,1340.0,8.0
2019,2019,CA,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,6.99,Race/Ethnicity,"White, non-Hispanic",1340.0,8.0
2019,2019,AK,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,128.4,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",1673.0,51.0
2019,2019,AK,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,58.0,Sex,Male,1673.0,51.0
2019,2019,AZ,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,5.7,Sex,Male,986.0,7.0
2019,2019,AR,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,10.5,Overall,Overall,998.0,15.0
2019,2019,AK,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,3.66,Overall,Overall,1673.0,51.0
2019,2019,AZ,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,80.89,Race/Ethnicity,"White, non-Hispanic",986.0,7.0
2019,2019,CA,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,150.8,Sex,Female,1340.0,8.0
2019,2019,CA,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,76.2,Overall,Overall,1340.0,8.0
2019,2019,AR,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,154.0,Sex,Female,998.0,15.0
2019,2019,AZ,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,44.7,Sex,Female,986.0,7.0
2019,2019,CA,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,6.85,Sex,Male,1340.0,8.0
2019,2019,CA,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,37.5,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",1340.0,8.0
2019,2019,AK,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,27.7,Age,Age >=65,1673.0,51.0
2019,2019,AZ,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,5.03,Sex,Male,986.0,7.0
2019,2019,AZ,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,49.3,Race/Ethnicity,"Asian, non-Hispanic",986.0,7.0
2019,2019,AR,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,39.7,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",998.0,15.0
2019,2019,AK,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,44.1,Race/Ethnicity,"Black, non-Hispanic",1673.0,51.0
2019,2019,CA,BRFSS,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,4.5,Race/Ethnicity,"White, non-Hispanic",1340.0,8.0
2019,2019,AR,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,9.41,Sex,Female,998.0,15.0
2019,2019,AL,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,33.5,Race/Ethnicity,"Black, non-Hispanic",94.0,29.0
2019,2019,AZ,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,47.32,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",986.0,7.0
2019,2019,AR,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,91.47,Sex,Male,998.0,15.0
2019,2019,AR,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,46.4,Sex,Male,998.0,15.0
2019,2019,AR,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,73.7,Race/Ethnicity,"Black, non-Hispanic",998.0,15.0
2019,2019,CA,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,4.7,Age,Age 45-64,1340.0,8.0
2019,2019,AL,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,38.73,Race/Ethnicity,Hispanic,94.0,29.0
2019,2019,CA,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,128.4,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",1340.0,8.0
2019,2019,CA,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,16.08,Race/Ethnicity,"Black, non-Hispanic",1340.0,8.0
2019,2019,AL,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,138.6,Sex,Female,94.0,29.0
2019,2019,AZ,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,79.82,Sex,Male,986.0,7.0
2019,2019,AR,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,185.8,Race/Ethnicity,"White, non-Hispanic",998.0,15.0
2019,2019,AK,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,43.96,Sex,Female,1673.0,51.0
2019,2019,CA,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,11.0,Race/Ethnicity,"Multiracial, non-Hispanic",1340.0,8.0
2019,2019,AL,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,5.8,Age,Age 18-44,94.0,29.0
