yearstart,yearend,locationabbr,datasource,question,datavalueunit,datavaluetype,datavalue,stratificationcategory1,stratification1,:@computed_region_skr5_azej,:@computed_region_hjsp_umg2
2019,2019,WA,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,243.9,Sex,Male,2956.0,6.0
2019,2019,VT,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,40.9,Sex,Male,3218.0,28.0
2019,2019,WY,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,46.91,Race/Ethnicity,"White, non-Hispanic",3084.0,14.0
2019,2019,WV,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,194.6,Sex,Female,2749.0,42.0
2020,2020,AL,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,49.0,Age,Age 45-64,94.0,29.0
2019,2019,WI,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,52.6,Age,Age 45-64,3078.0,41.0
2019,2019,UT,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,2.52,Sex,Female,900.0,13.0
2019,2019,WA,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,33.73,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",2956.0,6.0
2019,2019,VA,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,99.1,Overall,Overall,2758.0,40.0
2019,2019,WY,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,305.0,Overall,Overall,3084.0,14.0
2019,2019,WV,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,158.66,Sex,Male,2749.0,42.0
2019,2019,VT,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,252.0,Sex,Female,3218.0,28.0
2019,2019,VT,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,302.3,Sex,Male,3218.0,28.0
2019,2019,WI,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,6.76,Race/Ethnicity,"White, non-Hispanic",3078.0,41.0
2020,2020,AL,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,8.74,Race/Ethnicity,"White, non-Hispanic",94.0,29.0
2019,2019,WA,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,3.73,Overall,Overall,2956.0,6.0
2019,2019,VA,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,81.77,Sex,Male,2758.0,40.0
2019,2019,WA,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,95.26,Race/Ethnicity,"Black, non-Hispanic",2956.0,6.0
2019,2019,VA,BRFSS,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,6.2,Race/Ethnicity,"White, non-Hispanic",2758.0,40.0
2019,2019,WA,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,74.5,Race/Ethnicity,"Multiracial, non-Hispanic",2956.0,6.0
2019,2019,UT,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,38.82,Overall,Overall,900.0,13.0
2019,2019,WI,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,56.46,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",3078.0,41.0
2019,2019,VA,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,94.3,Sex,Female,2758.0,40.0
2019,2019,VA,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,138.21,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",2758.0,40.0
2019,2019,VT,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,3.93,Sex,Male,3218.0,28.0
2019,2019,WV,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,14.89,Race/Ethnicity,"White, non-Hispanic",2749.0,42.0
2019,2019,VA,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,133.7,Race/Ethnicity,"Black, non-Hispanic",2758.0,40.0
2019,2019,VT,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,575.0,Age,Age >=65,3218.0,28.0
2019,2019,WA,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,12.7,Race/Ethnicity,Hispanic,2956.0,6.0
2019,2019,UT,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,185.6,Sex,Male,900.0,13.0
2019,2019,VA,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,20.1,Race/Ethnicity,"Asian, non-Hispanic",2758.0,40.0
2019,2019,WV,BRFSS,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,10.4,Sex,Male,2749.0,42.0
2019,2019,WI,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,345.8,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",3078.0,41.0
2019,2019,UT,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,20.6,Overall,Overall,900.0,13.0
2019,2019,VA,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,67.2,Race/Ethnicity,"Black, non-Hispanic",2758.0,40.0
2019,2019,WI,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,79.7,Race/Ethnicity,"Black, non-Hispanic",3078.0,41.0
2019,2019,WA,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,3.2,Race/Ethnicity,Hispanic,2956.0,6.0
2019,2019,WA,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,3.93,Race/Ethnicity,"White, non-Hispanic",2956.0,6.0
2019,2019,WV,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,366.7,Race/Ethnicity,"White, non-Hispanic",2749.0,42.0
2019,2019,UT,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,38.9,Sex,Male,900.0,13.0
2019,2019,WI,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,8.58,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",3078.0,41.0
2019,2019,WI,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,38.9,Sex,Female,3078.0,41.0
2019,2019,WI,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,101.2,Overall,Overall,3078.0,41.0
2019,2019,UT,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,34.79,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",900.0,13.0
2020,2020,AL,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,8.79,Sex,Male,94.0,29.0
2019,2019,WI,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,6.4,Sex,Female,3078.0,41.0
2019,2019,VA,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,23.8,Race/Ethnicity,Hispanic,2758.0,40.0
2019,2019,UT,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,77.8,Sex,Female,900.0,13.0
2020,2020,AL,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,42.8,Race/Ethnicity,"White, non-Hispanic",94.0,29.0
2019,2019,VA,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,161.8,Sex,Female,2758.0,40.0
2020,2020,AL,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,264.4,Overall,Overall,94.0,29.0
2019,2019,WA,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,31.19,Race/Ethnicity,Hispanic,2956.0,6.0
2020,2020,AL,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,8.89,Overall,Overall,94.0,29.0
2019,2019,WI,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,47.7,Age,Age 45-64,3078.0,41.0
2019,2019,WI,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,161.2,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",3078.0,41.0
2019,2019,VT,BRFSS,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,5.4,Sex,Male,3218.0,28.0
2019,2019,WI,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,235.4,Race/Ethnicity,"Black, non-Hispanic",3078.0,41.0
2020,2020,AL,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,8.97,Sex,Female,94.0,29.0
2019,2019,WI,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,8.18,Race/Ethnicity,Hispanic,3078.0,41.0
2019,2019,UT,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,96.0,Sex,Male,900.0,13.0
2019,2019,WA,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,35.8,Sex,Male,2956.0,6.0
2019,2019,VT,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,12.0,Age,Age >=65,3218.0,28.0
2019,2019,WV,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,13.23,Sex,Male,2749.0,42.0
2019,2019,WA,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,6.61,Race/Ethnicity,"Black, non-Hispanic",2956.0,6.0
2019,2019,UT,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,11.7,Age,Age >=65,900.0,13.0
2019,2019,WA,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,91.22,Race/Ethnicity,"Black, non-Hispanic",2956.0,6.0
2019,2019,WA,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,245.2,Race/Ethnicity,"White, non-Hispanic",2956.0,6.0
2019,2019,VT,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,43.43,Sex,Female,3218.0,28.0
2019,2019,WV,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,41.1,Overall,Overall,2749.0,42.0
2019,2019,WV,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,46.4,Overall,Overall,2749.0,42.0
2019,2019,WI,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,105.4,Sex,Female,3078.0,41.0
2019,2019,WV,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,12.3,Overall,Overall,2749.0,42.0
2019,2019,VA,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,35.6,Overall,Overall,2758.0,40.0
2019,2019,WY,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,329.7,Age,Age >=65,3084.0,14.0
2019,2019,WA,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,120.8,Race/Ethnicity,"Black, non-Hispanic",2956.0,6.0
2019,2019,WY,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,42.3,Sex,Female,3084.0,14.0
2019,2019,UT,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,2.6,Overall,Overall,900.0,13.0
2019,2019,WA,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,5.8,Race/Ethnicity,"White, non-Hispanic",2956.0,6.0
2019,2019,VA,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,44.9,Age,Age 45-64,2758.0,40.0
2019,2019,WA,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,5.2,Overall,Overall,2956.0,6.0
2020,2020,AL,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,324.3,Sex,Male,94.0,29.0
2020,2020,AL,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,109.27,Overall,Overall,94.0,29.0
2019,2019,WA,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,454.4,Age,Age >=65,2956.0,6.0
2020,2020,AL,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,23.5,Age,Age >=65,94.0,29.0
2019,2019,WY,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,38.5,Race/Ethnicity,"White, non-Hispanic",3084.0,14.0
2019,2019,WI,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,20.04,Race/Ethnicity,"Black, non-Hispanic",3078.0,41.0
2019,2019,WI,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,82.48,Race/Ethnicity,"White, non-Hispanic",3078.0,41.0
2019,2019,WA,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,42.2,Race/Ethnicity,"Asian, non-Hispanic",2956.0,6.0
2019,2019,WI,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,218.8,Race/Ethnicity,"Black, non-Hispanic",3078.0,41.0
2019,2019,WI,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,47.03,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",3078.0,41.0
2019,2019,WV,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,156.97,Overall,Overall,2749.0,42.0
2019,2019,WI,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,91.1,Sex,Female,3078.0,41.0
2020,2020,AL,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,89.1,Age,Age 45-64,94.0,29.0
2019,2019,WY,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,40.5,Overall,Overall,3084.0,14.0
2019,2019,WA,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,58.41,Sex,Female,2956.0,6.0
2019,2019,WY,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,357.9,Sex,Male,3084.0,14.0
2019,2019,UT,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,21.0,Race/Ethnicity,"White, non-Hispanic",900.0,13.0
2019,2019,WI,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,35.3,Sex,Male,3078.0,41.0
2019,2019,WY,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,46.8,Age,Age 45-64,3084.0,14.0
2019,2019,WA,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,110.21,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",2956.0,6.0
2019,2019,VA,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,35.8,Race/Ethnicity,"White, non-Hispanic",2758.0,40.0
2019,2019,VT,BRFSS,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,6.0,Sex,Female,3218.0,28.0
2019,2019,VA,BRFSS,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,6.8,Race/Ethnicity,"Black, non-Hispanic",2758.0,40.0
2019,2019,VA,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,132.65,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",2758.0,40.0
2019,2019,WV,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,150.8,Age,Age 45-64,2749.0,42.0
2019,2019,WY,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,7.1,Sex,Female,3084.0,14.0
2019,2019,WI,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Age-adjusted Rate,115.7,Sex,Male,3078.0,41.0
2019,2019,VA,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,8.75,Race/Ethnicity,"Black, non-Hispanic",2758.0,40.0
2020,2020,AL,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,103.66,Race/Ethnicity,"White, non-Hispanic",94.0,29.0
2019,2019,WA,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,115.6,Race/Ethnicity,"Multiracial, non-Hispanic",2956.0,6.0
2019,2019,WY,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,54.17,Sex,Male,3084.0,14.0
2019,2019,UT,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,35.94,Sex,Female,900.0,13.0
2019,2019,VT,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,47.49,Race/Ethnicity,"White, non-Hispanic",3218.0,28.0
2019,2019,WI,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,84.31,Sex,Female,3078.0,41.0
2019,2019,WI,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,224.1,Overall,Overall,3078.0,41.0
2019,2019,VA,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,23.3,Age,Age 45-64,2758.0,40.0
2019,2019,WA,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,11.3,Age,Age >=65,2956.0,6.0
2019,2019,WA,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,41.8,Overall,Overall,2956.0,6.0
2019,2019,WI,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Crude Rate,249.7,Race/Ethnicity,"White, non-Hispanic",3078.0,41.0
2019,2019,WA,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,40.0,Sex,Female,2956.0,6.0
2019,2019,WY,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,3.99,Sex,Male,3084.0,14.0
2019,2019,WA,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,8.58,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",2956.0,6.0
2020,2020,AL,BRFSS,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,8.9,Race/Ethnicity,"White, non-Hispanic",94.0,29.0
2019,2019,UT,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,19.34,Race/Ethnicity,Hispanic,900.0,13.0
2020,2020,AL,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,221.4,Sex,Female,94.0,29.0
2019,2019,UT,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,23.0,Sex,Male,900.0,13.0
2019,2019,WI,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,238.7,Age,Age >=65,3078.0,41.0
2019,2019,WY,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,103.31,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",3084.0,14.0
2019,2019,WY,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,46.96,Overall,Overall,3084.0,14.0
2020,2020,AL,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,106.27,Overall,Overall,94.0,29.0
2019,2019,WV,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,356.9,Overall,Overall,2749.0,42.0
2019,2019,WA,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,60.27,Overall,Overall,2956.0,6.0
2019,2019,WA,NVSS,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause","cases per 100,000",Crude Rate,50.6,Race/Ethnicity,"Black, non-Hispanic",2956.0,6.0
2019,2019,WA,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,62.34,Sex,Male,2956.0,6.0
2019,2019,WA,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,37.09,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",2956.0,6.0
2020,2020,AL,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Crude Prevalence,31.7,Race/Ethnicity,"Black, non-Hispanic",94.0,29.0
2019,2019,WA,BRFSS,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,4.6,Sex,Male,2956.0,6.0
2019,2019,WI,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,46.8,Overall,Overall,3078.0,41.0
2019,2019,WA,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,62.52,Race/Ethnicity,"White, non-Hispanic",2956.0,6.0
2019,2019,UT,CMS Part A Claims Data,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,2.55,Sex,Male,900.0,13.0
2019,2019,VA,BRFSS,Current smoking among adults with chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,36.1,Race/Ethnicity,"White, non-Hispanic",2758.0,40.0
