locationabbr,year,COPD_Prevalence_overall,COPD_Prevalence_sex_diff,COPD_Prevalence_race_diff,Smoking_Rate_overall,Smoking_Rate_sex_diff,Smoking_Rate_race_diff,Mortality_Underlying_overall,Mortality_Underlying_sex_diff,Mortality_Underlying_race_diff,Mortality_Any_Cause_overall,Mortality_Any_Cause_sex_diff,Mortality_Any_Cause_race_diff,Hospitalization_Any_Dx_overall,Hospitalization_Any_Dx_sex_diff,Hospitalization_Any_Dx_race_diff,Hospitalization_Principal_Dx_overall,Hospitalization_Principal_Dx_sex_diff,Hospitalization_Principal_Dx_race_diff,COPD_Prevalence_yoy_change,Smoking_Rate_yoy_change,Mortality_Underlying_yoy_change,Mortality_Any_Cause_yoy_change,Hospitalization_Any_Dx_yoy_change,Hospitalization_Principal_Dx_yoy_change,Smoking_vs_Prevalence_Diff,Mortality_Any_vs_Underlying_Diff
MD,2022,45.0,-16.0,-18.0,392.02515723270443,8.953333333333333,-84.79245283018868,1.0780064102564104,0.18850000000000003,-0.40193805309734515,2.453153846153846,0.7915128205128206,-0.5061056910569106,80.58839743589745,8.322179487179486,41.799090909090914,5.83576923076923,-0.6416025641025641,4.654876033057851,1.0,0.0,0.0,0.0,0.0,0.0,331.4842767295597,1.375147435897436
ME,2019,78.0,-9.0,-0.3037037037037037,566.0,75.0,-84.79245283018868,1.3330000000000002,0.43299999999999983,-0.40193805309734515,2.396,0.958,-0.5061056910569106,82.81,16.590000000000003,-11.989999999999995,5.56,-0.25,4.654876033057851,0.0,0.0,0.0,0.0,0.0,0.0,488.0,1.0629999999999997
ME,2020,69.0,-7.0,-0.3037037037037037,407.0,-19.0,-84.79245283018868,1.143,0.28,-0.40193805309734515,2.341,0.718,-0.5061056910569106,74.1,10.129999999999995,-16.68999999999999,3.73,0.13999999999999968,4.654876033057851,-9.0,-159.0,-0.19000000000000017,-0.054999999999999716,-8.710000000000008,-1.8299999999999996,338.0,1.1980000000000002
ME,2021,76.0,-15.0,-0.3037037037037037,495.0,-84.0,-84.79245283018868,1.179,0.27600000000000025,-0.40193805309734515,2.548,0.9239999999999999,-0.5061056910569106,72.71,9.25,-5.460000000000008,2.82,0.18999999999999995,4.654876033057851,7.0,88.0,0.03600000000000003,0.20699999999999985,-1.3900000000000006,-0.9100000000000001,419.0,1.369
ME,2022,74.0,-8.0,-0.3037037037037037,392.02515723270443,8.953333333333333,-84.79245283018868,1.0780064102564104,0.18850000000000003,-0.40193805309734515,2.453153846153846,0.7915128205128206,-0.5061056910569106,80.58839743589745,8.322179487179486,41.799090909090914,5.83576923076923,-0.6416025641025641,4.654876033057851,-2.0,0.0,0.0,0.0,0.0,0.0,331.4842767295597,1.375147435897436
MI,2019,73.0,-6.0,-1.0,488.0,101.0,296.0,1.21,0.18799999999999972,-0.45999999999999985,2.397,0.7030000000000003,-0.6980000000000004,146.13,20.920000000000016,104.23999999999998,12.33,-1.2300000000000004,11.52,0.0,0.0,0.0,0.0,0.0,0.0,415.0,1.1869999999999998
MI,2020,75.0,-21.0,-16.0,388.0,38.0,-84.79245283018868,1.1520000000000001,0.21300000000000008,-0.3920000000000001,2.6410000000000005,0.871,-0.2769999999999997,130.42,19.840000000000003,117.27000000000001,7.86,-0.6399999999999997,10.330000000000002,2.0,-100.0,-0.05799999999999983,0.24400000000000066,-15.710000000000008,-4.47,313.0,1.4890000000000003
MI,2021,70.0,-14.0,23.0,380.0,-37.0,-83.0,1.097,0.18700000000000006,-0.31700000000000006,2.662,0.815,-0.5409999999999999,137.04,19.430000000000007,128.03999999999996,7.73,-0.6199999999999992,10.920000000000002,-5.0,-8.0,-0.05500000000000016,0.020999999999999464,6.6200000000000045,-0.1299999999999999,310.0,1.565
MI,2022,80.0,-27.0,42.0,392.02515723270443,8.953333333333333,-84.79245283018868,1.0780064102564104,0.18850000000000003,-0.40193805309734515,2.453153846153846,0.7915128205128206,-0.5061056910569106,80.58839743589745,8.322179487179486,41.799090909090914,5.83576923076923,-0.6416025641025641,4.654876033057851,10.0,0.0,0.0,0.0,0.0,0.0,331.4842767295597,1.375147435897436
MN,2019,40.0,-3.0,22.0,428.0,23.0,-84.79245283018868,0.872,0.2559999999999999,-0.18799999999999994,2.205,0.8599999999999999,0.1639999999999997,90.43,12.0,80.28999999999999,6.77,-0.4399999999999995,6.609999999999999,0.0,0.0,0.0,0.0,0.0,0.0,388.0,1.3330000000000002
MN,2020,41.0,-8.0,18.0,400.0,-144.0,-84.79245283018868,0.826,0.18299999999999994,-0.21500000000000008,2.497,0.8450000000000006,-0.10499999999999998,79.41,10.710000000000008,73.02,4.28,-0.8300000000000001,8.370000000000001,1.0,-28.0,-0.04600000000000004,0.2919999999999998,-11.02000000000001,-2.4899999999999993,359.0,1.6709999999999998
MN,2021,42.0,8.0,12.0,373.0,30.0,-84.79245283018868,0.797,0.134,-0.25,2.439,0.819,-0.03600000000000003,82.97,11.129999999999995,86.74,4.16,-0.6700000000000004,9.13,1.0,-27.0,-0.028999999999999915,-0.05799999999999983,3.5600000000000023,-0.1200000000000001,331.0,1.642
MN,2022,47.0,-6.0,6.0,392.02515723270443,8.953333333333333,-84.79245283018868,1.0780064102564104,0.18850000000000003,-0.40193805309734515,2.453153846153846,0.7915128205128206,-0.5061056910569106,80.58839743589745,8.322179487179486,41.799090909090914,5.83576923076923,-0.6416025641025641,4.654876033057851,5.0,0.0,0.0,0.0,0.0,0.0,331.4842767295597,1.375147435897436
MO,2019,79.0,-14.0,-2.0,540.0,146.0,-97.0,1.2990000000000002,0.15900000000000003,-0.5750000000000001,2.375,0.5749999999999997,-0.8150000000000002,122.24,7.339999999999989,64.46,9.88,-1.8100000000000005,6.32,0.0,0.0,0.0,0.0,0.0,0.0,461.0,1.0759999999999998
MO,2020,75.0,-6.0,-1.0,458.0,-49.0,204.0,1.304,0.22599999999999998,-0.514,2.6010000000000004,0.7850000000000001,-0.7250000000000001,105.83,8.060000000000002,73.3,6.23,-1.0099999999999998,5.49,-4.0,-82.0,0.004999999999999893,0.22600000000000042,-16.409999999999997,-3.6500000000000004,383.0,1.2970000000000004
MO,2021,77.0,-31.0,4.0,399.0,-45.0,-120.0,1.25,0.2450000000000001,-0.569,2.647,0.7730000000000001,-0.8339999999999999,113.57,2.1799999999999926,85.32999999999998,6.2,-1.58,6.31,2.0,-59.0,-0.05400000000000005,0.045999999999999375,7.739999999999995,-0.03000000000000025,322.0,1.3969999999999998
MO,2022,77.0,-21.0,3.0,392.02515723270443,8.953333333333333,-84.79245283018868,1.0780064102564104,0.18850000000000003,-0.40193805309734515,2.453153846153846,0.7915128205128206,-0.5061056910569106,80.58839743589745,8.322179487179486,41.799090909090914,5.83576923076923,-0.6416025641025641,4.654876033057851,0.0,0.0,0.0,0.0,0.0,0.0,331.4842767295597,1.375147435897436
MS,2019,88.0,-18.0,-9.0,440.0,27.0,-271.0,1.571,0.375,-0.8370000000000002,3.127,1.2910000000000004,-1.347,90.68,15.810000000000002,-2.519999999999996,9.54,-0.08999999999999986,0.26000000000000156,0.0,0.0,0.0,0.0,0.0,0.0,352.0,1.5559999999999998
MS,2020,80.0,-26.0,-15.0,425.0,25.0,-208.0,1.627,0.3959999999999999,-1.012,3.4589999999999996,1.3940000000000006,-1.537,74.49,13.439999999999998,5.209999999999994,5.53,0.040000000000000036,1.04,-8.0,-15.0,0.05600000000000005,0.33199999999999985,-16.190000000000012,-4.009999999999999,345.0,1.8319999999999996
MS,2021,84.0,-24.0,-40.0,438.0,-127.0,60.0,1.639,0.29400000000000004,-0.9800000000000001,3.67,1.1800000000000006,-1.7320000000000002,75.33,11.290000000000006,10.810000000000002,5.01,-0.14999999999999947,1.5,4.0,13.0,0.01200000000000001,0.2110000000000003,0.8400000000000034,-0.5200000000000005,354.0,2.0309999999999997
MS,2022,98.0,-15.0,4.0,392.02515723270443,8.953333333333333,-84.79245283018868,1.0780064102564104,0.18850000000000003,-0.40193805309734515,2.453153846153846,0.7915128205128206,-0.5061056910569106,80.58839743589745,8.322179487179486,41.799090909090914,5.83576923076923,-0.6416025641025641,4.654876033057851,14.0,0.0,0.0,0.0,0.0,0.0,331.4842767295597,1.375147435897436
MT,2019,59.0,-18.0,-0.3037037037037037,491.0,-21.0,-84.79245283018868,1.43,0.11799999999999966,-0.40193805309734515,2.6069999999999998,0.734,-0.5061056910569106,53.2,4.93,42.059999999999995,4.22,-0.5999999999999996,4.654876033057851,0.0,0.0,0.0,0.0,0.0,0.0,432.0,1.1769999999999998
MT,2020,57.0,-10.0,-0.3037037037037037,444.0,194.0,-84.79245283018868,1.191,0.18100000000000005,-0.40193805309734515,2.794,0.6589999999999998,-0.5061056910569106,42.46,0.8200000000000003,31.150000000000006,2.49,-0.5999999999999996,4.654876033057851,-2.0,-47.0,-0.23899999999999988,0.18700000000000028,-10.740000000000002,-1.7299999999999995,387.0,1.603
MT,2021,50.0,-11.0,-0.3037037037037037,465.0,-114.0,-84.79245283018868,1.072,0.0129999999999999,-0.40193805309734515,2.847,0.7370000000000001,-0.5061056910569106,43.21,-3.3500000000000014,41.799090909090914,2.47,-0.7999999999999998,4.654876033057851,-7.0,21.0,-0.119,0.052999999999999936,0.75,-0.020000000000000018,415.0,1.775
